id,left,top,right,bottom
71707,616040.000000000000000,8221510.000000000000000,616140.000000000000000,8221410.000000000000000
71706,616040.000000000000000,8221610.000000000000000,616140.000000000000000,8221510.000000000000000
71709,616040.000000000000000,8221310.000000000000000,616140.000000000000000,8221210.000000000000000
71708,616040.000000000000000,8221410.000000000000000,616140.000000000000000,8221310.000000000000000
43431,610940.000000000000000,8228810.000000000000000,611040.000000000000000,8228710.000000000000000
49513,612040.000000000000000,8228910.000000000000000,612140.000000000000000,8228810.000000000000000
43430,610940.000000000000000,8228910.000000000000000,611040.000000000000000,8228810.000000000000000
49512,612040.000000000000000,8229010.000000000000000,612140.000000000000000,8228910.000000000000000
43433,610940.000000000000000,8228610.000000000000000,611040.000000000000000,8228510.000000000000000
49515,612040.000000000000000,8228710.000000000000000,612140.000000000000000,8228610.000000000000000
43432,610940.000000000000000,8228710.000000000000000,611040.000000000000000,8228610.000000000000000
49514,612040.000000000000000,8228810.000000000000000,612140.000000000000000,8228710.000000000000000
43435,610940.000000000000000,8228410.000000000000000,611040.000000000000000,8228310.000000000000000
199471,639140.000000000000000,8219410.000000000000000,639240.000000000000000,8219310.000000000000000
49517,612040.000000000000000,8228510.000000000000000,612140.000000000000000,8228410.000000000000000
43434,610940.000000000000000,8228510.000000000000000,611040.000000000000000,8228410.000000000000000
164037,632740.000000000000000,8223610.000000000000000,632840.000000000000000,8223510.000000000000000
199470,639140.000000000000000,8219510.000000000000000,639240.000000000000000,8219410.000000000000000
49516,612040.000000000000000,8228610.000000000000000,612140.000000000000000,8228510.000000000000000
43437,610940.000000000000000,8228210.000000000000000,611040.000000000000000,8228110.000000000000000
199473,639140.000000000000000,8219210.000000000000000,639240.000000000000000,8219110.000000000000000
49519,612040.000000000000000,8228310.000000000000000,612140.000000000000000,8228210.000000000000000
43436,610940.000000000000000,8228310.000000000000000,611040.000000000000000,8228210.000000000000000
164039,632740.000000000000000,8223410.000000000000000,632840.000000000000000,8223310.000000000000000
199472,639140.000000000000000,8219310.000000000000000,639240.000000000000000,8219210.000000000000000
49518,612040.000000000000000,8228410.000000000000000,612140.000000000000000,8228310.000000000000000
43439,610940.000000000000000,8228010.000000000000000,611040.000000000000000,8227910.000000000000000
164038,632740.000000000000000,8223510.000000000000000,632840.000000000000000,8223410.000000000000000
199475,639140.000000000000000,8219010.000000000000000,639240.000000000000000,8218910.000000000000000
49521,612040.000000000000000,8228110.000000000000000,612140.000000000000000,8228010.000000000000000
43438,610940.000000000000000,8228110.000000000000000,611040.000000000000000,8228010.000000000000000
164041,632740.000000000000000,8223210.000000000000000,632840.000000000000000,8223110.000000000000000
199474,639140.000000000000000,8219110.000000000000000,639240.000000000000000,8219010.000000000000000
49520,612040.000000000000000,8228210.000000000000000,612140.000000000000000,8228110.000000000000000
43441,610940.000000000000000,8227810.000000000000000,611040.000000000000000,8227710.000000000000000
164040,632740.000000000000000,8223310.000000000000000,632840.000000000000000,8223210.000000000000000
199477,639140.000000000000000,8218810.000000000000000,639240.000000000000000,8218710.000000000000000
49523,612040.000000000000000,8227910.000000000000000,612140.000000000000000,8227810.000000000000000
43440,610940.000000000000000,8227910.000000000000000,611040.000000000000000,8227810.000000000000000
164043,632740.000000000000000,8223010.000000000000000,632840.000000000000000,8222910.000000000000000
199476,639140.000000000000000,8218910.000000000000000,639240.000000000000000,8218810.000000000000000
49522,612040.000000000000000,8228010.000000000000000,612140.000000000000000,8227910.000000000000000
164042,632740.000000000000000,8223110.000000000000000,632840.000000000000000,8223010.000000000000000
199479,639140.000000000000000,8218610.000000000000000,639240.000000000000000,8218510.000000000000000
49525,612040.000000000000000,8227710.000000000000000,612140.000000000000000,8227610.000000000000000
199478,639140.000000000000000,8218710.000000000000000,639240.000000000000000,8218610.000000000000000
49524,612040.000000000000000,8227810.000000000000000,612140.000000000000000,8227710.000000000000000
164044,632740.000000000000000,8222910.000000000000000,632840.000000000000000,8222810.000000000000000
199481,639140.000000000000000,8218410.000000000000000,639240.000000000000000,8218310.000000000000000
49527,612040.000000000000000,8227510.000000000000000,612140.000000000000000,8227410.000000000000000
199480,639140.000000000000000,8218510.000000000000000,639240.000000000000000,8218410.000000000000000
49526,612040.000000000000000,8227610.000000000000000,612140.000000000000000,8227510.000000000000000
199483,639140.000000000000000,8218210.000000000000000,639240.000000000000000,8218110.000000000000000
49529,612040.000000000000000,8227310.000000000000000,612140.000000000000000,8227210.000000000000000
199482,639140.000000000000000,8218310.000000000000000,639240.000000000000000,8218210.000000000000000
49528,612040.000000000000000,8227410.000000000000000,612140.000000000000000,8227310.000000000000000
199484,639140.000000000000000,8218110.000000000000000,639240.000000000000000,8218010.000000000000000
49530,612040.000000000000000,8227210.000000000000000,612140.000000000000000,8227110.000000000000000
49533,612040.000000000000000,8226910.000000000000000,612140.000000000000000,8226810.000000000000000
49535,612040.000000000000000,8226710.000000000000000,612140.000000000000000,8226610.000000000000000
49534,612040.000000000000000,8226810.000000000000000,612140.000000000000000,8226710.000000000000000
145504,629440.000000000000000,8252010.000000000000000,629540.000000000000000,8251910.000000000000000
55633,613140.000000000000000,8225210.000000000000000,613240.000000000000000,8225110.000000000000000
55634,613140.000000000000000,8225110.000000000000000,613240.000000000000000,8225010.000000000000000
70049,615740.000000000000000,8221410.000000000000000,615840.000000000000000,8221310.000000000000000
70048,615740.000000000000000,8221510.000000000000000,615840.000000000000000,8221410.000000000000000
70050,615740.000000000000000,8221310.000000000000000,615840.000000000000000,8221210.000000000000000
35137,609440.000000000000000,8228710.000000000000000,609540.000000000000000,8228610.000000000000000
35136,609440.000000000000000,8228810.000000000000000,609540.000000000000000,8228710.000000000000000
127473,626140.000000000000000,8230210.000000000000000,626240.000000000000000,8230110.000000000000000
127472,626140.000000000000000,8230310.000000000000000,626240.000000000000000,8230210.000000000000000
127475,626140.000000000000000,8230010.000000000000000,626240.000000000000000,8229910.000000000000000
127474,626140.000000000000000,8230110.000000000000000,626240.000000000000000,8230010.000000000000000
127477,626140.000000000000000,8229810.000000000000000,626240.000000000000000,8229710.000000000000000
127476,626140.000000000000000,8229910.000000000000000,626240.000000000000000,8229810.000000000000000
133207,627140.000000000000000,8209810.000000000000000,627240.000000000000000,8209710.000000000000000
127479,626140.000000000000000,8229610.000000000000000,626240.000000000000000,8229510.000000000000000
133206,627140.000000000000000,8209910.000000000000000,627240.000000000000000,8209810.000000000000000
127478,626140.000000000000000,8229710.000000000000000,626240.000000000000000,8229610.000000000000000
127481,626140.000000000000000,8229410.000000000000000,626240.000000000000000,8229310.000000000000000
133208,627140.000000000000000,8209710.000000000000000,627240.000000000000000,8209610.000000000000000
127480,626140.000000000000000,8229510.000000000000000,626240.000000000000000,8229410.000000000000000
127483,626140.000000000000000,8229210.000000000000000,626240.000000000000000,8229110.000000000000000
127482,626140.000000000000000,8229310.000000000000000,626240.000000000000000,8229210.000000000000000
127484,626140.000000000000000,8229110.000000000000000,626240.000000000000000,8229010.000000000000000
35153,609440.000000000000000,8227110.000000000000000,609540.000000000000000,8227010.000000000000000
35152,609440.000000000000000,8227210.000000000000000,609540.000000000000000,8227110.000000000000000
35155,609440.000000000000000,8226910.000000000000000,609540.000000000000000,8226810.000000000000000
35154,609440.000000000000000,8227010.000000000000000,609540.000000000000000,8226910.000000000000000
35157,609440.000000000000000,8226710.000000000000000,609540.000000000000000,8226610.000000000000000
35156,609440.000000000000000,8226810.000000000000000,609540.000000000000000,8226710.000000000000000
35159,609440.000000000000000,8226510.000000000000000,609540.000000000000000,8226410.000000000000000
35158,609440.000000000000000,8226610.000000000000000,609540.000000000000000,8226510.000000000000000
35160,609440.000000000000000,8226410.000000000000000,609540.000000000000000,8226310.000000000000000
145491,629440.000000000000000,8253310.000000000000000,629540.000000000000000,8253210.000000000000000
145490,629440.000000000000000,8253410.000000000000000,629540.000000000000000,8253310.000000000000000
145493,629440.000000000000000,8253110.000000000000000,629540.000000000000000,8253010.000000000000000
145492,629440.000000000000000,8253210.000000000000000,629540.000000000000000,8253110.000000000000000
145495,629440.000000000000000,8252910.000000000000000,629540.000000000000000,8252810.000000000000000
145494,629440.000000000000000,8253010.000000000000000,629540.000000000000000,8252910.000000000000000
145497,629440.000000000000000,8252710.000000000000000,629540.000000000000000,8252610.000000000000000
145496,629440.000000000000000,8252810.000000000000000,629540.000000000000000,8252710.000000000000000
145499,629440.000000000000000,8252510.000000000000000,629540.000000000000000,8252410.000000000000000
145498,629440.000000000000000,8252610.000000000000000,629540.000000000000000,8252510.000000000000000
145501,629440.000000000000000,8252310.000000000000000,629540.000000000000000,8252210.000000000000000
145500,629440.000000000000000,8252410.000000000000000,629540.000000000000000,8252310.000000000000000
70039,615740.000000000000000,8222410.000000000000000,615840.000000000000000,8222310.000000000000000
145503,629440.000000000000000,8252110.000000000000000,629540.000000000000000,8252010.000000000000000
145502,629440.000000000000000,8252210.000000000000000,629540.000000000000000,8252110.000000000000000
70041,615740.000000000000000,8222210.000000000000000,615840.000000000000000,8222110.000000000000000
70040,615740.000000000000000,8222310.000000000000000,615840.000000000000000,8222210.000000000000000
70043,615740.000000000000000,8222010.000000000000000,615840.000000000000000,8221910.000000000000000
70042,615740.000000000000000,8222110.000000000000000,615840.000000000000000,8222010.000000000000000
70045,615740.000000000000000,8221810.000000000000000,615840.000000000000000,8221710.000000000000000
70044,615740.000000000000000,8221910.000000000000000,615840.000000000000000,8221810.000000000000000
70047,615740.000000000000000,8221610.000000000000000,615840.000000000000000,8221510.000000000000000
70046,615740.000000000000000,8221710.000000000000000,615840.000000000000000,8221610.000000000000000
61705,614240.000000000000000,8226310.000000000000000,614340.000000000000000,8226210.000000000000000
55577,613140.000000000000000,8230810.000000000000000,613240.000000000000000,8230710.000000000000000
55576,613140.000000000000000,8230910.000000000000000,613240.000000000000000,8230810.000000000000000
61707,614240.000000000000000,8226110.000000000000000,614340.000000000000000,8226010.000000000000000
168055,633440.000000000000000,8208910.000000000000000,633540.000000000000000,8208810.000000000000000
55579,613140.000000000000000,8230610.000000000000000,613240.000000000000000,8230510.000000000000000
61706,614240.000000000000000,8226210.000000000000000,614340.000000000000000,8226110.000000000000000
55578,613140.000000000000000,8230710.000000000000000,613240.000000000000000,8230610.000000000000000
176229,634940.000000000000000,8221010.000000000000000,635040.000000000000000,8220910.000000000000000
168057,633440.000000000000000,8208710.000000000000000,633540.000000000000000,8208610.000000000000000
55581,613140.000000000000000,8230410.000000000000000,613240.000000000000000,8230310.000000000000000
35135,609440.000000000000000,8228910.000000000000000,609540.000000000000000,8228810.000000000000000
182311,636040.000000000000000,8221110.000000000000000,636140.000000000000000,8221010.000000000000000
61708,614240.000000000000000,8226010.000000000000000,614340.000000000000000,8225910.000000000000000
168056,633440.000000000000000,8208810.000000000000000,633540.000000000000000,8208710.000000000000000
55580,613140.000000000000000,8230510.000000000000000,613240.000000000000000,8230410.000000000000000
176231,634940.000000000000000,8220810.000000000000000,635040.000000000000000,8220710.000000000000000
168059,633440.000000000000000,8208510.000000000000000,633540.000000000000000,8208410.000000000000000
176230,634940.000000000000000,8220910.000000000000000,635040.000000000000000,8220810.000000000000000
168058,633440.000000000000000,8208610.000000000000000,633540.000000000000000,8208510.000000000000000
182312,636040.000000000000000,8221010.000000000000000,636140.000000000000000,8220910.000000000000000
168061,633440.000000000000000,8208310.000000000000000,633540.000000000000000,8208210.000000000000000
182315,636040.000000000000000,8220710.000000000000000,636140.000000000000000,8220610.000000000000000
176232,634940.000000000000000,8220710.000000000000000,635040.000000000000000,8220610.000000000000000
168060,633440.000000000000000,8208410.000000000000000,633540.000000000000000,8208310.000000000000000
182317,636040.000000000000000,8220510.000000000000000,636140.000000000000000,8220410.000000000000000
168062,633440.000000000000000,8208210.000000000000000,633540.000000000000000,8208110.000000000000000
182316,636040.000000000000000,8220610.000000000000000,636140.000000000000000,8220510.000000000000000
76128,616840.000000000000000,8221810.000000000000000,616940.000000000000000,8221710.000000000000000
182319,636040.000000000000000,8220310.000000000000000,636140.000000000000000,8220210.000000000000000
182321,636040.000000000000000,8220110.000000000000000,636140.000000000000000,8220010.000000000000000
182320,636040.000000000000000,8220210.000000000000000,636140.000000000000000,8220110.000000000000000
176241,634940.000000000000000,8219810.000000000000000,635040.000000000000000,8219710.000000000000000
182322,636040.000000000000000,8220010.000000000000000,636140.000000000000000,8219910.000000000000000
176243,634940.000000000000000,8219610.000000000000000,635040.000000000000000,8219510.000000000000000
176242,634940.000000000000000,8219710.000000000000000,635040.000000000000000,8219610.000000000000000
61153,614140.000000000000000,8226210.000000000000000,614240.000000000000000,8226110.000000000000000
55025,613040.000000000000000,8230710.000000000000000,613140.000000000000000,8230610.000000000000000
176244,634940.000000000000000,8219510.000000000000000,635040.000000000000000,8219410.000000000000000
61155,614140.000000000000000,8226010.000000000000000,614240.000000000000000,8225910.000000000000000
41217,610540.000000000000000,8229010.000000000000000,610640.000000000000000,8228910.000000000000000
61154,614140.000000000000000,8226110.000000000000000,614240.000000000000000,8226010.000000000000000
55026,613040.000000000000000,8230610.000000000000000,613140.000000000000000,8230510.000000000000000
41216,610540.000000000000000,8229110.000000000000000,610640.000000000000000,8229010.000000000000000
41219,610540.000000000000000,8228810.000000000000000,610640.000000000000000,8228710.000000000000000
41218,610540.000000000000000,8228910.000000000000000,610640.000000000000000,8228810.000000000000000
41220,610540.000000000000000,8228710.000000000000000,610640.000000000000000,8228610.000000000000000
174145,634540.000000000000000,8208210.000000000000000,634640.000000000000000,8208110.000000000000000
174144,634540.000000000000000,8208310.000000000000000,634640.000000000000000,8208210.000000000000000
32385,608940.000000000000000,8227410.000000000000000,609040.000000000000000,8227310.000000000000000
32387,608940.000000000000000,8227210.000000000000000,609040.000000000000000,8227110.000000000000000
32386,608940.000000000000000,8227310.000000000000000,609040.000000000000000,8227210.000000000000000
149920,630240.000000000000000,8252810.000000000000000,630340.000000000000000,8252710.000000000000000
143841,629140.000000000000000,8252410.000000000000000,629240.000000000000000,8252310.000000000000000
143840,629140.000000000000000,8252510.000000000000000,629240.000000000000000,8252410.000000000000000
143843,629140.000000000000000,8252210.000000000000000,629240.000000000000000,8252110.000000000000000
196704,638640.000000000000000,8219610.000000000000000,638740.000000000000000,8219510.000000000000000
143842,629140.000000000000000,8252310.000000000000000,629240.000000000000000,8252210.000000000000000
174113,634540.000000000000000,8211410.000000000000000,634640.000000000000000,8211310.000000000000000
174112,634540.000000000000000,8211510.000000000000000,634640.000000000000000,8211410.000000000000000
174115,634540.000000000000000,8211210.000000000000000,634640.000000000000000,8211110.000000000000000
174114,634540.000000000000000,8211310.000000000000000,634640.000000000000000,8211210.000000000000000
174117,634540.000000000000000,8211010.000000000000000,634640.000000000000000,8210910.000000000000000
76117,616840.000000000000000,8222910.000000000000000,616940.000000000000000,8222810.000000000000000
174116,634540.000000000000000,8211110.000000000000000,634640.000000000000000,8211010.000000000000000
76116,616840.000000000000000,8223010.000000000000000,616940.000000000000000,8222910.000000000000000
174119,634540.000000000000000,8210810.000000000000000,634640.000000000000000,8210710.000000000000000
76119,616840.000000000000000,8222710.000000000000000,616940.000000000000000,8222610.000000000000000
174118,634540.000000000000000,8210910.000000000000000,634640.000000000000000,8210810.000000000000000
76118,616840.000000000000000,8222810.000000000000000,616940.000000000000000,8222710.000000000000000
174121,634540.000000000000000,8210610.000000000000000,634640.000000000000000,8210510.000000000000000
76121,616840.000000000000000,8222510.000000000000000,616940.000000000000000,8222410.000000000000000
174120,634540.000000000000000,8210710.000000000000000,634640.000000000000000,8210610.000000000000000
76120,616840.000000000000000,8222610.000000000000000,616940.000000000000000,8222510.000000000000000
174123,634540.000000000000000,8210410.000000000000000,634640.000000000000000,8210310.000000000000000
76123,616840.000000000000000,8222310.000000000000000,616940.000000000000000,8222210.000000000000000
174122,634540.000000000000000,8210510.000000000000000,634640.000000000000000,8210410.000000000000000
76122,616840.000000000000000,8222410.000000000000000,616940.000000000000000,8222310.000000000000000
174125,634540.000000000000000,8210210.000000000000000,634640.000000000000000,8210110.000000000000000
76125,616840.000000000000000,8222110.000000000000000,616940.000000000000000,8222010.000000000000000
174124,634540.000000000000000,8210310.000000000000000,634640.000000000000000,8210210.000000000000000
76124,616840.000000000000000,8222210.000000000000000,616940.000000000000000,8222110.000000000000000
32413,608940.000000000000000,8224610.000000000000000,609040.000000000000000,8224510.000000000000000
76127,616840.000000000000000,8221910.000000000000000,616940.000000000000000,8221810.000000000000000
160163,632040.000000000000000,8223910.000000000000000,632140.000000000000000,8223810.000000000000000
32412,608940.000000000000000,8224710.000000000000000,609040.000000000000000,8224610.000000000000000
76126,616840.000000000000000,8222010.000000000000000,616940.000000000000000,8221910.000000000000000
32414,608940.000000000000000,8224510.000000000000000,609040.000000000000000,8224410.000000000000000
160164,632040.000000000000000,8223810.000000000000000,632140.000000000000000,8223710.000000000000000
174141,634540.000000000000000,8208610.000000000000000,634640.000000000000000,8208510.000000000000000
174143,634540.000000000000000,8208410.000000000000000,634640.000000000000000,8208310.000000000000000
174142,634540.000000000000000,8208510.000000000000000,634640.000000000000000,8208410.000000000000000
32367,608940.000000000000000,8229210.000000000000000,609040.000000000000000,8229110.000000000000000
32369,608940.000000000000000,8229010.000000000000000,609040.000000000000000,8228910.000000000000000
32368,608940.000000000000000,8229110.000000000000000,609040.000000000000000,8229010.000000000000000
32371,608940.000000000000000,8228810.000000000000000,609040.000000000000000,8228710.000000000000000
32370,608940.000000000000000,8228910.000000000000000,609040.000000000000000,8228810.000000000000000
32373,608940.000000000000000,8228610.000000000000000,609040.000000000000000,8228510.000000000000000
32372,608940.000000000000000,8228710.000000000000000,609040.000000000000000,8228610.000000000000000
32375,608940.000000000000000,8228410.000000000000000,609040.000000000000000,8228310.000000000000000
32374,608940.000000000000000,8228510.000000000000000,609040.000000000000000,8228410.000000000000000
46789,611540.000000000000000,8224810.000000000000000,611640.000000000000000,8224710.000000000000000
46788,611540.000000000000000,8224910.000000000000000,611640.000000000000000,8224810.000000000000000
40661,610440.000000000000000,8229310.000000000000000,610540.000000000000000,8229210.000000000000000
125267,625740.000000000000000,8229610.000000000000000,625840.000000000000000,8229510.000000000000000
46791,611540.000000000000000,8224610.000000000000000,611640.000000000000000,8224510.000000000000000
40660,610440.000000000000000,8229410.000000000000000,610540.000000000000000,8229310.000000000000000
143831,629140.000000000000000,8253410.000000000000000,629240.000000000000000,8253310.000000000000000
46790,611540.000000000000000,8224710.000000000000000,611640.000000000000000,8224610.000000000000000
40663,610440.000000000000000,8229110.000000000000000,610540.000000000000000,8229010.000000000000000
46793,611540.000000000000000,8224410.000000000000000,611640.000000000000000,8224310.000000000000000
40662,610440.000000000000000,8229210.000000000000000,610540.000000000000000,8229110.000000000000000
143833,629140.000000000000000,8253210.000000000000000,629240.000000000000000,8253110.000000000000000
40665,610440.000000000000000,8228910.000000000000000,610540.000000000000000,8228810.000000000000000
143832,629140.000000000000000,8253310.000000000000000,629240.000000000000000,8253210.000000000000000
40664,610440.000000000000000,8229010.000000000000000,610540.000000000000000,8228910.000000000000000
143835,629140.000000000000000,8253010.000000000000000,629240.000000000000000,8252910.000000000000000
46794,611540.000000000000000,8224310.000000000000000,611640.000000000000000,8224210.000000000000000
40667,610440.000000000000000,8228710.000000000000000,610540.000000000000000,8228610.000000000000000
143834,629140.000000000000000,8253110.000000000000000,629240.000000000000000,8253010.000000000000000
40666,610440.000000000000000,8228810.000000000000000,610540.000000000000000,8228710.000000000000000
143837,629140.000000000000000,8252810.000000000000000,629240.000000000000000,8252710.000000000000000
149919,630240.000000000000000,8252910.000000000000000,630340.000000000000000,8252810.000000000000000
143836,629140.000000000000000,8252910.000000000000000,629240.000000000000000,8252810.000000000000000
40668,610440.000000000000000,8228610.000000000000000,610540.000000000000000,8228510.000000000000000
143839,629140.000000000000000,8252610.000000000000000,629240.000000000000000,8252510.000000000000000
143838,629140.000000000000000,8252710.000000000000000,629240.000000000000000,8252610.000000000000000
196703,638640.000000000000000,8219710.000000000000000,638740.000000000000000,8219610.000000000000000
174111,634540.000000000000000,8211610.000000000000000,634640.000000000000000,8211510.000000000000000
174110,634540.000000000000000,8211710.000000000000000,634640.000000000000000,8211610.000000000000000
46753,611540.000000000000000,8228410.000000000000000,611640.000000000000000,8228310.000000000000000
46752,611540.000000000000000,8228510.000000000000000,611640.000000000000000,8228410.000000000000000
46755,611540.000000000000000,8228210.000000000000000,611640.000000000000000,8228110.000000000000000
46754,611540.000000000000000,8228310.000000000000000,611640.000000000000000,8228210.000000000000000
46757,611540.000000000000000,8228010.000000000000000,611640.000000000000000,8227910.000000000000000
180651,635740.000000000000000,8221210.000000000000000,635840.000000000000000,8221110.000000000000000
46756,611540.000000000000000,8228110.000000000000000,611640.000000000000000,8228010.000000000000000
46759,611540.000000000000000,8227810.000000000000000,611640.000000000000000,8227710.000000000000000
180653,635740.000000000000000,8221010.000000000000000,635840.000000000000000,8220910.000000000000000
46758,611540.000000000000000,8227910.000000000000000,611640.000000000000000,8227810.000000000000000
180652,635740.000000000000000,8221110.000000000000000,635840.000000000000000,8221010.000000000000000
180655,635740.000000000000000,8220810.000000000000000,635840.000000000000000,8220710.000000000000000
180654,635740.000000000000000,8220910.000000000000000,635840.000000000000000,8220810.000000000000000
180657,635740.000000000000000,8220610.000000000000000,635840.000000000000000,8220510.000000000000000
180656,635740.000000000000000,8220710.000000000000000,635840.000000000000000,8220610.000000000000000
180659,635740.000000000000000,8220410.000000000000000,635840.000000000000000,8220310.000000000000000
202797,639740.000000000000000,8218610.000000000000000,639840.000000000000000,8218510.000000000000000
180658,635740.000000000000000,8220510.000000000000000,635840.000000000000000,8220410.000000000000000
202796,639740.000000000000000,8218710.000000000000000,639840.000000000000000,8218610.000000000000000
180661,635740.000000000000000,8220210.000000000000000,635840.000000000000000,8220110.000000000000000
180660,635740.000000000000000,8220310.000000000000000,635840.000000000000000,8220210.000000000000000
202798,639740.000000000000000,8218510.000000000000000,639840.000000000000000,8218410.000000000000000
180663,635740.000000000000000,8220010.000000000000000,635840.000000000000000,8219910.000000000000000
180662,635740.000000000000000,8220110.000000000000000,635840.000000000000000,8220010.000000000000000
180665,635740.000000000000000,8219810.000000000000000,635840.000000000000000,8219710.000000000000000
180664,635740.000000000000000,8219910.000000000000000,635840.000000000000000,8219810.000000000000000
172481,634240.000000000000000,8208710.000000000000000,634340.000000000000000,8208610.000000000000000
172483,634240.000000000000000,8208510.000000000000000,634340.000000000000000,8208410.000000000000000
172482,634240.000000000000000,8208610.000000000000000,634340.000000000000000,8208510.000000000000000
172485,634240.000000000000000,8208310.000000000000000,634340.000000000000000,8208210.000000000000000
172484,634240.000000000000000,8208410.000000000000000,634340.000000000000000,8208310.000000000000000
58945,613740.000000000000000,8225810.000000000000000,613840.000000000000000,8225710.000000000000000
58944,613740.000000000000000,8225910.000000000000000,613840.000000000000000,8225810.000000000000000
58947,613740.000000000000000,8225610.000000000000000,613840.000000000000000,8225510.000000000000000
58946,613740.000000000000000,8225710.000000000000000,613840.000000000000000,8225610.000000000000000
58949,613740.000000000000000,8225410.000000000000000,613840.000000000000000,8225310.000000000000000
58948,613740.000000000000000,8225510.000000000000000,613840.000000000000000,8225410.000000000000000
58951,613740.000000000000000,8225210.000000000000000,613840.000000000000000,8225110.000000000000000
46741,611540.000000000000000,8229610.000000000000000,611640.000000000000000,8229510.000000000000000
58950,613740.000000000000000,8225310.000000000000000,613840.000000000000000,8225210.000000000000000
46742,611540.000000000000000,8229510.000000000000000,611640.000000000000000,8229410.000000000000000
172451,634240.000000000000000,8211710.000000000000000,634340.000000000000000,8211610.000000000000000
172453,634240.000000000000000,8211510.000000000000000,634340.000000000000000,8211410.000000000000000
46747,611540.000000000000000,8229010.000000000000000,611640.000000000000000,8228910.000000000000000
116417,624140.000000000000000,8229810.000000000000000,624240.000000000000000,8229710.000000000000000
172452,634240.000000000000000,8211610.000000000000000,634340.000000000000000,8211510.000000000000000
116416,624140.000000000000000,8229910.000000000000000,624240.000000000000000,8229810.000000000000000
172455,634240.000000000000000,8211310.000000000000000,634340.000000000000000,8211210.000000000000000
46749,611540.000000000000000,8228810.000000000000000,611640.000000000000000,8228710.000000000000000
172454,634240.000000000000000,8211410.000000000000000,634340.000000000000000,8211310.000000000000000
46748,611540.000000000000000,8228910.000000000000000,611640.000000000000000,8228810.000000000000000
116418,624140.000000000000000,8229710.000000000000000,624240.000000000000000,8229610.000000000000000
172457,634240.000000000000000,8211110.000000000000000,634340.000000000000000,8211010.000000000000000
46751,611540.000000000000000,8228610.000000000000000,611640.000000000000000,8228510.000000000000000
172456,634240.000000000000000,8211210.000000000000000,634340.000000000000000,8211110.000000000000000
46750,611540.000000000000000,8228710.000000000000000,611640.000000000000000,8228610.000000000000000
172459,634240.000000000000000,8210910.000000000000000,634340.000000000000000,8210810.000000000000000
172458,634240.000000000000000,8211010.000000000000000,634340.000000000000000,8210910.000000000000000
172461,634240.000000000000000,8210710.000000000000000,634340.000000000000000,8210610.000000000000000
172460,634240.000000000000000,8210810.000000000000000,634340.000000000000000,8210710.000000000000000
130791,626740.000000000000000,8230210.000000000000000,626840.000000000000000,8230110.000000000000000
172463,634240.000000000000000,8210510.000000000000000,634340.000000000000000,8210410.000000000000000
172462,634240.000000000000000,8210610.000000000000000,634340.000000000000000,8210510.000000000000000
130793,626740.000000000000000,8230010.000000000000000,626840.000000000000000,8229910.000000000000000
172465,634240.000000000000000,8210310.000000000000000,634340.000000000000000,8210210.000000000000000
130792,626740.000000000000000,8230110.000000000000000,626840.000000000000000,8230010.000000000000000
172464,634240.000000000000000,8210410.000000000000000,634340.000000000000000,8210310.000000000000000
130795,626740.000000000000000,8229810.000000000000000,626840.000000000000000,8229710.000000000000000
130794,626740.000000000000000,8229910.000000000000000,626840.000000000000000,8229810.000000000000000
130797,626740.000000000000000,8229610.000000000000000,626840.000000000000000,8229510.000000000000000
130796,626740.000000000000000,8229710.000000000000000,626840.000000000000000,8229610.000000000000000
130799,626740.000000000000000,8229410.000000000000000,626840.000000000000000,8229310.000000000000000
130798,626740.000000000000000,8229510.000000000000000,626840.000000000000000,8229410.000000000000000
147715,629840.000000000000000,8252110.000000000000000,629940.000000000000000,8252010.000000000000000
130801,626740.000000000000000,8229210.000000000000000,626840.000000000000000,8229110.000000000000000
147714,629840.000000000000000,8252210.000000000000000,629940.000000000000000,8252110.000000000000000
130800,626740.000000000000000,8229310.000000000000000,626840.000000000000000,8229210.000000000000000
147716,629840.000000000000000,8252010.000000000000000,629940.000000000000000,8251910.000000000000000
130802,626740.000000000000000,8229110.000000000000000,626840.000000000000000,8229010.000000000000000
30707,608640.000000000000000,8229310.000000000000000,608740.000000000000000,8229210.000000000000000
30706,608640.000000000000000,8229410.000000000000000,608740.000000000000000,8229310.000000000000000
30709,608640.000000000000000,8229110.000000000000000,608740.000000000000000,8229010.000000000000000
30708,608640.000000000000000,8229210.000000000000000,608740.000000000000000,8229110.000000000000000
30711,608640.000000000000000,8228910.000000000000000,608740.000000000000000,8228810.000000000000000
30710,608640.000000000000000,8229010.000000000000000,608740.000000000000000,8228910.000000000000000
30712,608640.000000000000000,8228810.000000000000000,608740.000000000000000,8228710.000000000000000
157953,631640.000000000000000,8223710.000000000000000,631740.000000000000000,8223610.000000000000000
157955,631640.000000000000000,8223510.000000000000000,631740.000000000000000,8223410.000000000000000
157954,631640.000000000000000,8223610.000000000000000,631740.000000000000000,8223510.000000000000000
157956,631640.000000000000000,8223410.000000000000000,631740.000000000000000,8223310.000000000000000
73353,616340.000000000000000,8222810.000000000000000,616440.000000000000000,8222710.000000000000000
73352,616340.000000000000000,8222910.000000000000000,616440.000000000000000,8222810.000000000000000
73355,616340.000000000000000,8222610.000000000000000,616440.000000000000000,8222510.000000000000000
116403,624140.000000000000000,8231210.000000000000000,624240.000000000000000,8231110.000000000000000
